name,price,sweet,bitter,fruity,acidity,aging,soft
Cristom 2015 Estate Viognier (Eola-Amity Hills),30,4.0,3.0,5.0,5.0,2.0,3.0
Ch창teau Cru de Verdun 2009  M챕doc,22,3.0,5.0,4.0,5.0,3.0,3.0
Ilurce 2010 Rosado Ros챕 (Rioja),10,5.0,3.0,5.0,5.0,5.0,3.0
Domaine Degher 2010 Mojo Estate Red (Paso Robles),42,4.0,3.0,5.0,3.0,3.0,3.0
Quinta de Lemos 2010 Alfrocheiro (D찾o),32,3.0,5.0,5.0,5.0,2.0,5.0
Hermann Moser 2016 Green Eyes Gr체ner Veltliner (Nieder철sterreich),11,3.0,3.0,3.0,5.0,3.0,1.0
Naia 2012 Naiades Verdejo (Rueda),37,4.0,3.0,5.0,3.0,3.0,3.0
Ch창teau du Juge 2010 Cru Camille  (Cadillac C척tes de Bordeaux),14,3.0,5.0,5.0,3.0,2.0,3.0
Finca Albret 2007 Reserva Red (Navarra),40,3.0,3.0,5.0,5.0,3.0,3.0
Argiolas 2011 Costamolino  (Vermentino di Sardegna),16,4.0,3.0,5.0,5.0,4.0,4.0
Cerebella 2014 Cabernet Sauvignon (Walla Walla Valley (WA)),30,3.0,5.0,5.0,3.0,3.0,5.0
Yellow Tail 2006 The Reserve Cabernet Sauvignon (South Eastern Australia),11,3.0,4.0,5.0,3.0,3.0,3.0
Demetria 2012 Cuv챕e Papou White (Santa Ynez Valley),32,3.0,3.0,5.0,5.0,4.0,4.0
Dillon 2010 Stainless Steel Fermented Chardonnay (Yountville),20,4.0,3.0,5.0,5.0,5.0,1.0
Wines & Winemakers 2014 Monta da Ba챠a Ros챕 (Pen챠nsula de Set첬bal),12,5.0,3.0,5.0,5.0,1.0,3.0
Paolo Scavino 2007 Rocche dell'Annunziata Riserva  (Barolo),200,3.0,3.0,5.0,3.0,3.0,3.0
Macari 2014 Katherine's Field Sauvignon Blanc (North Fork of Long Island),24,3.0,3.0,5.0,5.0,4.0,3.0
Caracol Serrano 2013 Red (Jumilla),11,1.0,5.0,5.0,5.0,3.0,2.0
Yardstick 2013 Ruth's Reach Cabernet Sauvignon (Napa Valley),25,3.0,3.0,5.0,3.0,2.0,3.0
Antiyal 2012 Red (Maipo Valley),75,5.0,3.0,5.0,3.0,4.0,3.0
Bargetto 2015 Regan Vineyards Reserve Chardonnay (Santa Cruz Mountains),30,5.0,3.0,5.0,5.0,3.0,3.0
Dominican Oaks 2013 Chardonnay (Napa Valley),17,3.0,3.0,5.0,5.0,3.0,3.0
Hey Mambo 2010 Kinky Pink Bistro Style Ros챕 (California),12,5.0,3.0,5.0,3.0,4.0,3.0
Castle Rock 2012 Cabernet Sauvignon (Columbia Valley (WA)),11,3.0,5.0,5.0,5.0,4.0,1.0
Seven Hills 2014 Reserve Cabernet Sauvignon (Red Mountain),75,3.0,5.0,5.0,3.0,4.0,3.0
K Cellars 2015 Sauvignon Blanc (Thracian Valley),11,4.0,3.0,5.0,5.0,3.0,3.0
Santa Alicia 2001 Estate Bottled Reserve Carmen챔re (Maipo Valley),8,3.0,4.0,5.0,5.0,4.0,3.0
Ch창teau Vitallis 2014  Pouilly-Fuiss챕,23,3.0,3.0,5.0,5.0,3.0,2.0
Wieninger 2013 Wiener Gemischter Satz White (Vienna),26,3.0,3.0,4.0,5.0,3.0,3.0
Naggiar 2010 Estate Cabernet Franc (Sierra Foothills),25,3.0,5.0,5.0,3.0,4.0,3.0
Domaine Houchart 2008 Red (C척tes de Provence),12,3.0,5.0,5.0,3.0,4.0,1.0
Two Angels 2006 Divinity Red (High Valley),27,5.0,3.0,5.0,3.0,4.0,3.0
Leonetti Cellar 2013 Reserve Red (Walla Walla Valley (WA)),150,4.0,3.0,5.0,3.0,3.0,3.0
Lazy River 2006 Private Lumpkin Riesling,18,3.0,3.0,5.0,3.0,4.0,1.0
G챕rard Bertrand 2010 Syrah-Grenache Ros챕 (Languedoc),18,3.0,3.0,5.0,3.0,2.0,3.0
Domaine Bott-Geyl 2012 Les 횋lements Pinot Gris (Alsace),16,3.0,3.0,3.0,3.0,5.0,3.0
Aia Vecchia 2008 Sorugo  (Bolgheri Superiore),40,5.0,5.0,5.0,3.0,3.0,3.0
75 Wine Co. 2011 Sauvignon Blanc (North Coast),14,4.0,3.0,4.0,5.0,3.0,3.0
Feudo Maccari 2014 Nero d'Avola (Terre Siciliane),16,3.0,5.0,5.0,3.0,1.0,3.0
Saddleback Cellars 2008 Cabernet Sauvignon (Napa Valley),64,5.0,3.0,5.0,3.0,4.0,3.0
DFJ Vinhos 2013 Consensus Pinot Noir-Touriga Nacional Red (Lisboa),19,3.0,5.0,5.0,3.0,5.0,2.0
Dr. Pauly Bergweiler 2015 Dry Riesling (Mosel),15,3.0,3.0,5.0,5.0,4.0,1.0
La Crema 2009 Nine Barrel Chardonnay (Russian River Valley),75,4.0,3.0,4.0,5.0,5.0,1.0
Coffee Pot Cellars 2008 Merlot (North Fork of Long Island),18,3.0,3.0,2.0,3.0,5.0,3.0
Borgo Salcetino 2006  Chianti Classico,,3.0,3.0,5.0,3.0,2.0,3.0
The Big Five Collection 2006 Lion Cabernet Sauvignon (Western Cape),10,3.0,3.0,5.0,3.0,4.0,5.0
Avide 2007 Barocco  (Cerasuolo di Vittoria Classico),45,3.0,5.0,5.0,5.0,3.0,3.0
Saint Clair 2008 Sauvignon Blanc (Marlborough),17,3.0,3.0,5.0,4.0,2.0,3.0
Arpepe 2011 Grumello Rocca de Piro Riserva  (Valtellina Superiore),50,3.0,5.0,5.0,5.0,3.0,2.0
Ruggeri & C. NV  Prosecco Superiore di Cartizze,30,5.0,3.0,5.0,3.0,3.0,4.0
Estate Biblia Chora 2008 Red (Pangeon),35,3.0,3.0,5.0,3.0,4.0,3.0
Ramos-Pinto NV Adriano Reserva White  (Port),20,5.0,4.0,5.0,5.0,3.0,1.0
McIlroy 1999 Aquarius Ranch Pinot Noir (Russian River Valley),24,3.0,3.0,5.0,4.0,5.0,3.0
Rutherford Hill 2000 26th Anniversary Chardonnay (Napa Valley),17,5.0,3.0,5.0,5.0,3.0,3.0
Larchago 2015 Ros챕 (Rioja),15,4.0,3.0,5.0,5.0,2.0,3.0
Sweetzer Cellars 2014 Rita's Crown Vineyard Pinot Noir (Sta. Rita Hills),55,5.0,3.0,5.0,3.0,4.0,3.0
Louis Latour 2012 Les Cazetiers Premier Cru  (Gevrey-Chambertin),120,3.0,5.0,5.0,5.0,3.0,2.0
Sierra Starr 2013 Phil's Selection Zinfandel (Sierra Foothills),25,3.0,5.0,5.0,5.0,2.0,1.0
The Infinite Monkey Theorem 2013 Syrah (Colorado),35,3.0,5.0,5.0,3.0,4.0,5.0
Adega de Cantanhede 2010 Marqu챗s de Marialva Baga (Bairrada),9,3.0,4.0,5.0,5.0,3.0,3.0
BBQ Wine Company NV Oink! Red (America),15,5.0,3.0,5.0,3.0,3.0,3.0
Ottella 2014 Molceo Riserva  (Lugana),30,4.0,3.0,4.0,4.0,2.0,3.0
Tenuta di Biserno 2012 Biserno Red (Toscana),160,3.0,5.0,5.0,3.0,5.0,5.0
Yealands 2016 Single Vineyard Sauvignon Blanc (Awatere Valley),25,3.0,3.0,3.0,5.0,3.0,5.0
Figaro 2013 Tinto Red (Calatayud),10,1.0,5.0,5.0,4.0,5.0,3.0
Real Companhia Velha 2015 Porca de Mur챌a Branco White (Douro),11,3.0,3.0,4.0,5.0,3.0,5.0
Bouchard P챔re & Fils 2007 Les Suchots Premier Cru  (Vosne-Roman챕e),149,5.0,5.0,4.0,3.0,2.0,5.0
Casa Silva 2009 Los Lingues Gran Reserva Carmen챔re (Colchagua Valley),22,3.0,3.0,5.0,3.0,2.0,3.0
Quinta do Portal 2014 Reserva Red (Douro),28,3.0,3.0,5.0,3.0,3.0,5.0
Duckhorn 2013 Merlot (Carneros),72,5.0,3.0,5.0,3.0,3.0,3.0
Marengo NV Semi-Dry Sparkling (Ukraine),10,5.0,3.0,5.0,5.0,5.0,3.0
Zolo 2017 Sustainably Farmed Estate Grown and Bottled Sauvignon Blanc (Mendoza),11,3.0,3.0,5.0,5.0,3.0,3.0
Dashe Cellars 2010 Les Enfants Terribles Grenache (Dry Creek Valley),24,5.0,5.0,5.0,5.0,3.0,3.0
McCall 2014 Reserve North Ridge Vineyard Chardonnay (North Fork of Long Island),39,3.0,3.0,5.0,5.0,5.0,3.0
Mazzocco 2008 Stone Zinfandel (Alexander Valley),29,5.0,3.0,5.0,3.0,3.0,5.0
Corliss Estates 2007 Syrah (Columbia Valley (WA)),55,4.0,5.0,5.0,3.0,3.0,3.0
Castle Rock 2012 Reserve Chardonnay (Russian River Valley),18,5.0,3.0,3.0,5.0,3.0,3.0
Lynmar 2012 Quail Hill Vineyard Block 10 Pinot Noir (Russian River Valley),70,3.0,5.0,5.0,3.0,3.0,5.0
Ch창teau Fonfroide 2014  Bordeaux Blanc,13,3.0,3.0,5.0,5.0,3.0,3.0
Ch창teau Rauzan Despagne 2014 R챕serve Ros챕 (Bordeaux Ros챕),17,3.0,3.0,5.0,5.0,3.0,3.0
Buttonwood Farm 2007 Estate Grown Cabernet Franc (Santa Ynez Valley),22,4.0,5.0,5.0,5.0,3.0,3.0
Mesa 2011 Opale  (Vermentino di Sardegna),33,4.0,3.0,4.0,4.0,3.0,5.0
Boscarelli 2013  Vino Nobile di Montepulciano,40,4.0,5.0,5.0,5.0,3.0,3.0
Ch창teau Plantier Rose 2011  Saint-Est챔phe,,3.0,5.0,5.0,5.0,5.0,5.0
Ch창teau d'Hanteillan 2010  Haut-M챕doc,,3.0,3.0,4.0,3.0,5.0,2.0
Churchill Cellars 2007 Leepin Vineyard Pinot Noir (Sonoma Coast),45,3.0,3.0,3.0,3.0,5.0,1.0
Domaine Bernard Moreau 2016  Bourgogne,18,3.0,3.0,5.0,3.0,4.0,3.0
Hunnicutt 2010 9-3-5 Cabernet Sauvignon (Napa Valley),125,5.0,5.0,5.0,3.0,5.0,1.0
Ch창teau Tour de Cazelle 2013  C척tes de Bourg,15,3.0,3.0,3.0,3.0,4.0,3.0
Silver Lake 2007 Girly Girl Cabernet Sauvignon (Columbia Valley (WA)),19,3.0,3.0,5.0,3.0,2.0,3.0
Davies 2014 jd Cabernet Sauvignon (Diamond Mountain District),55,3.0,3.0,5.0,3.0,2.0,3.0
Stag's Leap Wine Cellars 2014 Aveta Sauvignon Blanc (Napa Valley),26,3.0,3.0,5.0,5.0,4.0,3.0
Cave de Genouilly 2010  Bourgogne Aligot챕,18,3.0,3.0,5.0,3.0,3.0,3.0
Castello di Montep챵 2009  Morellino di Scansano,50,3.0,5.0,5.0,5.0,4.0,3.0
Michael Pozzan 2012 Sauvignon Blanc (Napa Valley),12,3.0,3.0,5.0,5.0,3.0,3.0
Familia Marguery 2007 Casa Malbec (Mendoza),15,5.0,3.0,5.0,3.0,4.0,3.0
Ch창teau Guiraud 2010 Barrel sample  (Sauternes),,3.0,3.0,3.0,3.0,3.0,3.0
Bodegas Pirineos 2010 Selecci처n Mesache Tinto Garnacha-Monastrell (Somontano),10,4.0,4.0,5.0,3.0,5.0,5.0
Amphora 2007 Peters Vineyard Pinot Noir (Russian River Valley),55,3.0,3.0,5.0,5.0,4.0,3.0
Borgo di Colloredo 2003 Aglianico (Terra degli Osci),20,3.0,5.0,5.0,3.0,2.0,2.0
Casa Santos Lima 2014 Portuga Red (Lisboa),10,3.0,4.0,5.0,5.0,1.0,3.0
Two Paddocks 2015 The Fusilier Proprietor's Reserve Pinot Noir (Central Otago),79,3.0,3.0,5.0,3.0,4.0,3.0
Chaddsford 2007 Merlot (Pennsylvania),18,3.0,3.0,5.0,3.0,4.0,3.0
Argiano 2014 Non Confonditur Red (Toscana),,1.0,5.0,5.0,5.0,3.0,3.0
Prada A Tope 2010 Palacio de Canedo Ecol처gico Roble Menc챠a (Bierzo),20,3.0,3.0,5.0,5.0,4.0,3.0
Callia 2012 Alta Torront챕s (Tulum Valley),9,4.0,3.0,4.0,3.0,4.0,5.0
Bianchi 2008 Signature Selection Sauvignon Blanc (Monterey),16,4.0,3.0,4.0,5.0,3.0,3.0
Peirano 2010 Heritage Collection Cabernet Sauvignon (Lodi),12,3.0,3.0,3.0,3.0,4.0,3.0
Pratesi 2007 Vigna di Carmio Riserva  (Carmignano),20,1.0,5.0,5.0,3.0,2.0,3.0
Constantia Glen 2007 Sauvignon Blanc (Constantia),30,3.0,3.0,5.0,3.0,4.0,3.0
Ch창teau Brown 2006  Pessac-L챕ognan,65,3.0,5.0,5.0,3.0,2.0,3.0
Schug 2009 Rouge de Noirs Pinot Noir (Carneros),30,5.0,3.0,5.0,3.0,3.0,3.0
Ch창teau des Bormettes 2016 Argenti챔re Ros챕 (C척tes de Provence),26,3.0,3.0,3.0,5.0,4.0,2.0
Conceito Vinhos 2012 Conceito Red (Douro),80,3.0,5.0,4.0,5.0,5.0,1.0
Marimar Estate 2012 Dona Margarita Vineyard Chico's Run Unfiltered Pinot Noir (Sonoma Coast),48,3.0,5.0,5.0,5.0,3.0,3.0
Landhaus Mayer 2016 Riesling (Nieder철sterreich),16,3.0,3.0,5.0,5.0,2.0,1.0
Abacela 2008 Dolcetto (Umpqua Valley),20,3.0,5.0,5.0,4.0,3.0,3.0
Obsidian Ridge 2012 Estate Grown Cabernet Sauvignon (Red Hills Lake County),30,3.0,5.0,5.0,5.0,3.0,3.0
Prunotto 2007 Bric Turot  (Barbaresco),,4.0,3.0,5.0,3.0,3.0,3.0
Adega de Cantanhede 2010 Marqu챗s de Marialva Grande Reserva Red (Bairrada),30,3.0,5.0,4.0,5.0,5.0,5.0
Gainey 2011 Sauvignon Blanc (Santa Ynez Valley),14,3.0,3.0,3.0,5.0,3.0,3.0
Rodney Strong 2010 Brothers Ridge Cabernet Sauvignon (Alexander Valley),75,3.0,5.0,5.0,3.0,4.0,5.0
Waterstone 2006 Merlot (Napa Valley),18,3.0,4.0,5.0,3.0,3.0,1.0
Quinta da Lapa 2015 Vinho Selection Ros챕 (Tejo),8,3.0,3.0,5.0,5.0,2.0,5.0
Caliza 2006 Azimuth Red (Paso Robles),50,5.0,3.0,5.0,3.0,3.0,3.0
Caruso & Minini 2007 Terre di Giumara Inzolia (Sicilia),11,4.0,3.0,5.0,4.0,4.0,2.0
Bink 2006 Randle Hill Vineyard Sauvignon Blanc (Yorkville Highlands),20,3.0,3.0,3.0,5.0,4.0,1.0
Costa Olmo 2006  Barbera d'Asti Superiore,70,5.0,3.0,5.0,4.0,4.0,2.0
Ochoa 2013 Estate Bottled Rosado Garnacha (Navarra),15,1.0,5.0,5.0,5.0,3.0,3.0
Toad Hollow 2011 Erik's The Red Proprietary Red (California),15,3.0,3.0,5.0,3.0,3.0,1.0
Giuseppe Rinaldi 2009 Cannubi San Lorenzo Ravera  (Barolo),120,3.0,3.0,5.0,3.0,4.0,3.0
Van Ruiten 2004 Old Vine Zinfandel (Lodi),18,3.0,3.0,5.0,3.0,3.0,1.0
K체hling-Gillot 2012 Qvinterra Trocken Riesling (Rheinhessen),18,3.0,3.0,5.0,5.0,3.0,1.0
Bellavista 2006 Convento S.S. Annunciata Chardonnay (Terre di Franciacorta),61,3.0,3.0,5.0,5.0,3.0,4.0
Schug 2014 Heritage Reserve Chardonnay (Carneros),40,4.0,3.0,5.0,4.0,4.0,3.0
Ch창teau de Rochemorin 2012  Pessac-L챕ognan,25,3.0,3.0,4.0,5.0,3.0,3.0
Veramar 2012 Estate Club Cabernet Franc (Shenandoah Valley),18,3.0,3.0,5.0,3.0,3.0,3.0
Palacios Remondo 2008 La Montesa  (Rioja),20,3.0,3.0,5.0,3.0,4.0,3.0
Knight Hill 2010 StoneTree Vineyard Syrah (Wahluke Slope),25,5.0,3.0,5.0,3.0,4.0,3.0
Babcock 2015 Chardonnay (Sta. Rita Hills),30,3.0,3.0,5.0,5.0,3.0,4.0
Domaine Christian Moreau P챔re et Fils 2014 Vaillon Premier Cru Cuv챕e Guy Moreau  (Chablis),69,3.0,3.0,5.0,5.0,4.0,2.0
J챕r척me Gueneau 2016 Domaine des Grandes Perri챔res  (Sancerre),25,3.0,3.0,5.0,5.0,2.0,3.0
Borsao 2014 Vi챰a Borgia Garnacha (Campo de Borja),9,3.0,5.0,5.0,5.0,3.0,3.0
Camaraderie 2013 Crawford Vineyard Tempranillo (Yakima Valley),29,3.0,3.0,3.0,4.0,5.0,3.0
Domaine du Chalet Pouilly 2008  Pouilly-Fuiss챕,33,3.0,3.0,3.0,5.0,4.0,2.0
Simonnet-Febvre 2008 Bourgogne Chitry  (Bourgogne),13,3.0,3.0,3.0,3.0,4.0,5.0
Gino Fasoli NV Brut  (Prosecco),20,3.0,3.0,5.0,5.0,3.0,4.0
Markham 2004 Merlot (Napa Valley),26,3.0,3.0,5.0,3.0,5.0,5.0
Sartori 2006 I Saltari Le Vigne di Turano  (Valpolicella Superiore),25,3.0,3.0,5.0,5.0,3.0,5.0
La Follette 2013 Chardonnay (North Coast),20,5.0,3.0,5.0,5.0,3.0,5.0
Law 2012 Audacious Red (Paso Robles),69,5.0,5.0,5.0,3.0,4.0,3.0
Ch창teau Larcis Ducasse 2010 Barrel sample  (Saint-횋milion),,5.0,5.0,4.0,5.0,5.0,3.0
Thomas Fogarty 2004 Lexington Meritage (Santa Cruz Mountains),45,3.0,4.0,5.0,3.0,3.0,1.0
I Sodi 2014  Chianti Classico,,3.0,5.0,5.0,5.0,3.0,3.0
Novelty Hill 2009 Syrah (Columbia Valley (WA)),22,3.0,3.0,5.0,3.0,4.0,3.0
Osprey's Dominion 2016 Dry Ros챕 (North Fork of Long Island),15,3.0,3.0,5.0,4.0,3.0,3.0
Botalcura 2009 Gran Reserva La Porfia Cabernet Franc (Curic처 Valley),20,3.0,3.0,5.0,5.0,4.0,3.0
Espa챌o Rural 2013 Poento Branco Reserva Ant찾o Vaz (Alentejano),28,3.0,3.0,5.0,3.0,3.0,3.0
Hugel 2011 Grossi La체e Pinot Gris (Alsace),75,4.0,3.0,5.0,5.0,3.0,1.0
Kuentz-Bas 2008 Collection Pinot Gris (Alsace),37,3.0,3.0,5.0,5.0,3.0,4.0
Ch창teau du Glana 2008  Saint-Julien,,5.0,3.0,5.0,3.0,3.0,3.0
Millbrook 2015 Proprietor's Special Reserve Chardonnay (Hudson River Region),25,4.0,3.0,5.0,5.0,3.0,3.0
Mazzei 2008 Castello di Fonterutoli Siepi Red (Toscana),120,3.0,3.0,5.0,3.0,4.0,5.0
Tommasi 2012 Poggio al Tufo Rompicollo Red (Toscana),15,3.0,3.0,5.0,5.0,4.0,3.0
Gaba do Xil 2008 Godello (Valdeorras),19,4.0,3.0,5.0,5.0,4.0,2.0
Ch창teau Guiraud 2006 Barrel sample  (Sauternes),,5.0,3.0,3.0,5.0,3.0,3.0
Clos Henri 2014 Pinot Noir (Marlborough),33,3.0,3.0,3.0,3.0,5.0,5.0
Buena Vista 2006 Chardonnay (Carneros),18,5.0,3.0,4.0,5.0,4.0,3.0
Domaine de l'Herr챕 2015 La Galope Ros챕 (C척tes de Gascogne),12,5.0,3.0,5.0,5.0,3.0,3.0
Dom채ne Wachau 2013 Achleiten Smaragd Riesling (Wachau),49,4.0,3.0,5.0,5.0,5.0,3.0
Mark Ryan 2006 Chardonnay (Columbia Valley (WA)),,3.0,3.0,3.0,3.0,4.0,3.0
Eruption 2013 Volcano Ridge Vineyard Red (High Valley),24,5.0,5.0,5.0,5.0,4.0,1.0
Reichsgraf von Kesselstatt 2013 RK Pinot Blanc (Mosel),17,3.0,3.0,5.0,5.0,3.0,3.0
Magnum Vinhos 2011 Ribeiro Santo Vinha da Neve Red (D찾o),45,5.0,4.0,5.0,3.0,2.0,3.0
Freemark Abbey 2012 Merlot (Napa Valley),34,3.0,3.0,5.0,3.0,5.0,3.0
Vini 2015 Veni Vidi Vici Pinot Noir (Danube River Plains),9,3.0,5.0,5.0,3.0,4.0,5.0
La Cignozza 2009 Riserva  (Chianti),23,1.0,5.0,5.0,5.0,4.0,5.0
Stemmari 2013 Nero d'Avola (Sicilia),10,3.0,5.0,5.0,3.0,4.0,5.0
Domaine Schoffit 2015 Clos Saint-Th챕obald Rangen Grand Cru Gewurztraminer (Alsace),49,5.0,3.0,5.0,5.0,2.0,3.0
Acorn 2008 Medley Alegr챠a Vineyards Red (Russian River Valley),38,5.0,3.0,5.0,5.0,3.0,3.0
Chateau Lafayette Reneau 2005 Barrel Fermented Chardonnay (Finger Lakes),15,5.0,3.0,5.0,3.0,2.0,3.0
Musset-Roullier 2013 L'Esquisse  (Cabernet d'Anjou),,5.0,3.0,5.0,5.0,4.0,3.0
Valle dell'Acate 2011 Il Moro Red (Sicilia),28,4.0,5.0,5.0,5.0,2.0,3.0
Ponte da Boga 2011 Menc챠a (Ribeira Sacra),25,3.0,5.0,5.0,3.0,5.0,3.0
Ch창teau du Coing de Saint-Fiacre 2006 Coing de S챔vre  (Muscadet S챔vre et Maine),10,3.0,3.0,3.0,5.0,5.0,3.0
Herdade do Rocim 2013 Vale da Mata Reserva Red (Lisboa),35,3.0,5.0,5.0,5.0,2.0,3.0
Closerie du Bailli 2016 Grande R챕serve  (Bordeaux),35,3.0,3.0,5.0,3.0,2.0,1.0
Charles & Charles 2014 Riesling (Yakima Valley),13,3.0,3.0,5.0,5.0,1.0,3.0
Guardian 2010 Stillwater Creek Vineyard The Wanted Cabernet Sauvignon-Merlot (Columbia Valley (WA)),37,4.0,4.0,5.0,4.0,3.0,3.0
Wattle Creek 2014 Sauvignon Blanc (Alexander Valley),24,4.0,3.0,4.0,5.0,1.0,3.0
Undurraga 2012 T.H. Terroir Hunter Carignan (Maule Valley),25,5.0,1.0,5.0,5.0,4.0,3.0
Ch창teau de Nages 2015 Vieilles Vignes Ros챕 (Costi챔res de N챤mes),16,3.0,3.0,3.0,3.0,4.0,3.0
Quinta do Infantado NV White  (Port),,3.0,3.0,4.0,5.0,3.0,3.0
Poggio Mandorlo 2008 La Querce  (Montecucco),,3.0,3.0,5.0,3.0,5.0,5.0
Hermann Moser 2015 Gebling Der L철ss Reserve Gr체ner Veltliner (Kremstal),45,3.0,3.0,5.0,3.0,3.0,3.0
Wirra Wirra 2005 RSW Shiraz (McLaren Vale),60,3.0,3.0,5.0,3.0,3.0,2.0
Anakena 2013 Tama Vineyard Selection Sauvignon Blanc (Leyda Valley),16,3.0,3.0,3.0,4.0,3.0,3.0
Seven Hills 2005 Tempranillo (Columbia Valley (WA)),28,3.0,3.0,3.0,3.0,5.0,3.0
Ch창teau de Parnay 2014 Le Clos du Ch창teau de Parnay  (Saumur-Champigny),29,3.0,5.0,3.0,5.0,1.0,3.0
Henri Bourgeois 2013 Petit Bourgeois Cabernet Franc (Val de Loire),13,3.0,5.0,5.0,5.0,5.0,3.0
Rex Hill 2011 Reserve Pinot Noir (Willamette Valley),52,3.0,3.0,3.0,3.0,5.0,3.0
Donato D'Angelo 2012  Aglianico del Vulture,31,3.0,5.0,5.0,3.0,5.0,3.0
Atalaya 2011 Alaya Garnacha (Almansa),35,5.0,5.0,3.0,3.0,3.0,1.0
De Bortoli NV DB Family Selection Sparkling Brut Sparkling (Riverina),12,3.0,3.0,3.0,5.0,3.0,3.0
Mak 2001 Chardonnay (Adelaide Hills),16,3.0,3.0,5.0,5.0,2.0,3.0
Salton 2013 Intenso Tannat (Campanha),,4.0,4.0,5.0,3.0,5.0,3.0
De Martino 2016 Estate Sauvignon Blanc (Casablanca Valley),15,3.0,3.0,3.0,5.0,3.0,3.0
Orion Wine 2010 Rocca del Dragone Falanghina (Campania),15,4.0,3.0,4.0,4.0,2.0,3.0
Gebeshuber 2015 Lage Modler Zierfandler (Thermenregion),,3.0,3.0,5.0,5.0,3.0,3.0
Louis Latour 2014 En Chevret Premier Cru  (Volnay),100,3.0,5.0,4.0,5.0,3.0,5.0
Saggi 2009 Red (Columbia Valley (WA)),45,5.0,1.0,5.0,3.0,5.0,3.0
Croft NV Croft Pink  (Port),20,4.0,3.0,5.0,5.0,3.0,3.0
Ch창teau de Pez 2010  Saint-Est챔phe,,3.0,4.0,5.0,3.0,2.0,3.0
Clos du Lac 2004 Syrah (Amador County),12,3.0,3.0,5.0,3.0,4.0,1.0
Pheasant Valley Winery 2007 Chukar Ridge Syrah (Columbia Valley (OR)),21,3.0,5.0,5.0,4.0,2.0,3.0
Anaba 2014 Chardonnay (Sonoma Coast),36,5.0,3.0,5.0,5.0,3.0,3.0
Bonacchi 2011  Brunello di Montalcino,35,3.0,5.0,5.0,3.0,2.0,3.0
Dalva NV Ros챕  (Port),,5.0,3.0,5.0,3.0,3.0,5.0
Left Coast Cellars 2008 Left Bank Pinot Blanc (Willamette Valley),21,3.0,3.0,5.0,5.0,2.0,3.0
Vite Colte 2013 Paesi Tuoi  (Barolo),60,1.0,5.0,5.0,4.0,2.0,3.0
Williams Selyem 2005 Forchini Vineyard Zinfandel (Russian River Valley),45,5.0,4.0,5.0,5.0,5.0,1.0
Ch창teau Brown 2012 Ros챕 (Bordeaux Ros챕),35,3.0,3.0,5.0,3.0,4.0,3.0
Aresti 2008 Estate Selection Carmen챔re (Curic처 Valley),13,3.0,3.0,5.0,3.0,5.0,3.0
Bocage 2006 Chardonnay (California),13,3.0,3.0,3.0,5.0,5.0,1.0
Davis Family 2014 Starr Ridge Vineyard Pinot Noir (Russian River Valley),55,3.0,3.0,5.0,5.0,5.0,5.0
Paul Buisse 2012 Sauvignon Blanc (Touraine),,3.0,3.0,5.0,3.0,3.0,3.0
Henri Milan 2007 L. Robert Milan 57 Red (Vin de Table Francais),60,5.0,4.0,5.0,3.0,5.0,3.0
Fujishin 2012 Reserve Petite Sirah,50,3.0,5.0,5.0,3.0,5.0,3.0
Goat Bubbles 2014 Brut Cuv챕e Sparkling (Santa Barbara County),42,3.0,3.0,5.0,5.0,4.0,3.0
Ch창teau Jeandeman 2009 La Ch챗neraie  (Fronsac),55,3.0,4.0,5.0,3.0,3.0,5.0
Lecci e Brocchi 2012 Il Chiorba Riserva  (Chianti Classico),36,3.0,5.0,5.0,5.0,4.0,3.0
Anton Bauer 2011 Alte Reben Riesling (Wagram-Donauland),,5.0,3.0,4.0,5.0,1.0,3.0
J. Rochioli 2011 Sweetwater Chardonnay (Russian River Valley),60,3.0,3.0,5.0,3.0,4.0,3.0
Lang & Reed 2016 Chenin Blanc (Mendocino),27,4.0,3.0,4.0,3.0,4.0,5.0
Schloss Vollrads 2007 Trockenbeerenauslese - 375 ml Riesling (Rheingau),350,5.0,1.0,5.0,5.0,5.0,3.0
Domaine des Varoilles 2010 Clos du Meix des Ouches  (Gevrey-Chambertin),130,3.0,3.0,5.0,3.0,4.0,3.0
Big Basin 2014 Pinot Noir (Monterey County),36,3.0,3.0,4.0,3.0,2.0,3.0
Ch창teau Baracan 2014  Cadillac C척tes de Bordeaux,17,3.0,5.0,5.0,3.0,2.0,2.0
Spindrift Cellars 2014 OSU Woodhall III Vineyard Pinot Noir (Willamette Valley),26,3.0,3.0,3.0,3.0,4.0,3.0
Brian Carter Cellars 2014 One Olsen Vineyard Viognier (Yakima Valley),32,3.0,3.0,5.0,3.0,3.0,3.0
Adega Cooperativa do Cartaxo 2015 Coudel Mor Classico Red (Tejo),,3.0,3.0,4.0,5.0,3.0,5.0
Bergevin Lane 2011 She-Devil Syrah (Columbia Valley (WA)),24,4.0,5.0,5.0,3.0,4.0,3.0
Olabisi 2008 King Vineyard Petite Sirah (Suisun Valley),38,3.0,5.0,3.0,3.0,5.0,3.0
Morrison Lane 2010 Viognier (Walla Walla Valley (WA)),24,1.0,5.0,3.0,3.0,5.0,5.0
Domaine de Bellene 2011 Vieilles Vignes  (Saint-Romain),50,3.0,3.0,4.0,3.0,5.0,3.0
